NAICS_Code,Title,Description,Emissions
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","kg CO2e/2022 USD, purchaser price",382
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring","kg CO2e/2022 USD, purchaser price",382
332911,Industrial Valve Manufacturing,"kg CO2e/2022 USD, purchaser price",173
332912,Fluid Power Valve and Hose Fitting Manufacturing,"kg CO2e/2022 USD, purchaser price",173
332913,Plumbing Fixture Fitting and Trim Manufacturing,"kg CO2e/2022 USD, purchaser price",171
332919,Other Metal Valve and Pipe Fitting Manufacturing,"kg CO2e/2022 USD, purchaser price",173
332991,Ball and Roller Bearing Manufacturing,"kg CO2e/2022 USD, purchaser price",203
332992,Small Arms Ammunition Manufacturing,"kg CO2e/2022 USD, purchaser price",168
332993,Ammunition (except Small Arms) Manufacturing,"kg CO2e/2022 USD, purchaser price",168
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing","kg CO2e/2022 USD, purchaser price",168
332996,Fabricated Pipe and Pipe Fitting Manufacturing,"kg CO2e/2022 USD, purchaser price",238
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,"kg CO2e/2022 USD, purchaser price",272
333111,Farm Machinery and Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",220
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",120
333120,Construction Machinery Manufacturing,"kg CO2e/2022 USD, purchaser price",228
333131,Mining Machinery and Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",219
333132,Oil and Gas Field Machinery and Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",219
333241,Food Product Machinery Manufacturing,"kg CO2e/2022 USD, purchaser price",185
333242,Semiconductor Machinery Manufacturing,"kg CO2e/2022 USD, purchaser price",150
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing","kg CO2e/2022 USD, purchaser price",185
333244,Printing Machinery and Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",185
333249,Other Industrial Machinery Manufacturing,"kg CO2e/2022 USD, purchaser price",185
333314,Optical Instrument and Lens Manufacturing,"kg CO2e/2022 USD, purchaser price",175
333316,Photographic and Photocopying Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",135
333318,Other Commercial and Service Industry Machinery Manufacturing,"kg CO2e/2022 USD, purchaser price",205
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",210
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,"kg CO2e/2022 USD, purchaser price",176
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",184
333511,Industrial Mold Manufacturing,"kg CO2e/2022 USD, purchaser price",262
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing","kg CO2e/2022 USD, purchaser price",210
333515,Cutting Tool and Machine Tool Accessory Manufacturing,"kg CO2e/2022 USD, purchaser price",207
333517,Machine Tool Manufacturing,"kg CO2e/2022 USD, purchaser price",199
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,"kg CO2e/2022 USD, purchaser price",207
333611,Turbine and Turbine Generator Set Units Manufacturing,"kg CO2e/2022 USD, purchaser price",201
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","kg CO2e/2022 USD, purchaser price",179
333613,Mechanical Power Transmission Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",209
333618,Other Engine Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",297
333912,Air and Gas Compressor Manufacturing,"kg CO2e/2022 USD, purchaser price",177
333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing","kg CO2e/2022 USD, purchaser price",223
333921,Elevator and Moving Stairway Manufacturing,"kg CO2e/2022 USD, purchaser price",256
333922,Conveyor and Conveying Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",256
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing","kg CO2e/2022 USD, purchaser price",256
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","kg CO2e/2022 USD, purchaser price",256
333991,Power-Driven Handtool Manufacturing,"kg CO2e/2022 USD, purchaser price",136
333992,Welding and Soldering Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",249
333993,Packaging Machinery Manufacturing,"kg CO2e/2022 USD, purchaser price",136
333994,Industrial Process Furnace and Oven Manufacturing,"kg CO2e/2022 USD, purchaser price",190
333995,Fluid Power Cylinder and Actuator Manufacturing,"kg CO2e/2022 USD, purchaser price",202
333996,Fluid Power Pump and Motor Manufacturing,"kg CO2e/2022 USD, purchaser price",202
333997,Scale and Balance Manufacturing,"kg CO2e/2022 USD, purchaser price",249
333999,All Other Miscellaneous General Purpose Machinery Manufacturing,"kg CO2e/2022 USD, purchaser price",249
334111,Electronic Computer Manufacturing,"kg CO2e/2022 USD, purchaser price",58
334112,Computer Storage Device Manufacturing,"kg CO2e/2022 USD, purchaser price",71
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",143
334210,Telephone Apparatus Manufacturing,"kg CO2e/2022 USD, purchaser price",96
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",111
334290,Other Communications Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",80
334310,Audio and Video Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",81
334412,Bare Printed Circuit Board Manufacturing,"kg CO2e/2022 USD, purchaser price",98
334413,Semiconductor and Related Device Manufacturing,"kg CO2e/2022 USD, purchaser price",215
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing","kg CO2e/2022 USD, purchaser price",98
334417,Electronic Connector Manufacturing,"kg CO2e/2022 USD, purchaser price",98
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,"kg CO2e/2022 USD, purchaser price",101
334419,Other Electronic Component Manufacturing,"kg CO2e/2022 USD, purchaser price",98
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,"kg CO2e/2022 USD, purchaser price",135
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","kg CO2e/2022 USD, purchaser price",71
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","kg CO2e/2022 USD, purchaser price",70
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","kg CO2e/2022 USD, purchaser price",63
334514,Totalizing Fluid Meter and Counting Device Manufacturing,"kg CO2e/2022 USD, purchaser price",84
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,"kg CO2e/2022 USD, purchaser price",79
334516,Analytical Laboratory Instrument Manufacturing,"kg CO2e/2022 USD, purchaser price",102
334517,Irradiation Apparatus Manufacturing,"kg CO2e/2022 USD, purchaser price",135
334519,Other Measuring and Controlling Device Manufacturing,"kg CO2e/2022 USD, purchaser price",87
334613,Blank Magnetic and Optical Recording Media Manufacturing,"kg CO2e/2022 USD, purchaser price",63
334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing","kg CO2e/2022 USD, purchaser price",63
335110,Electric Lamp Bulb and Part Manufacturing,"kg CO2e/2022 USD, purchaser price",173
335121,Residential Electric Lighting Fixture Manufacturing,"kg CO2e/2022 USD, purchaser price",185
335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing","kg CO2e/2022 USD, purchaser price",185
335129,Other Lighting Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",185
335210,Small Electrical Appliance Manufacturing,"kg CO2e/2022 USD, purchaser price",157
335220,Major Household Appliance Manufacturing,"kg CO2e/2022 USD, purchaser price",172
335311,"Power, Distribution, and Specialty Transformer Manufacturing","kg CO2e/2022 USD, purchaser price",133
335312,Motor and Generator Manufacturing,"kg CO2e/2022 USD, purchaser price",152
335313,Switchgear and Switchboard Apparatus Manufacturing,"kg CO2e/2022 USD, purchaser price",174
335314,Relay and Industrial Control Manufacturing,"kg CO2e/2022 USD, purchaser price",138
335911,Storage Battery Manufacturing,"kg CO2e/2022 USD, purchaser price",337
335912,Primary Battery Manufacturing,"kg CO2e/2022 USD, purchaser price",103
335921,Fiber Optic Cable Manufacturing,"kg CO2e/2022 USD, purchaser price",235
335929,Other Communication and Energy Wire Manufacturing,"kg CO2e/2022 USD, purchaser price",235
335931,Current-Carrying Wiring Device Manufacturing,"kg CO2e/2022 USD, purchaser price",127
335932,Noncurrent-Carrying Wiring Device Manufacturing,"kg CO2e/2022 USD, purchaser price",127
335991,Carbon and Graphite Product Manufacturing,"kg CO2e/2022 USD, purchaser price",363
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,"kg CO2e/2022 USD, purchaser price",128
336111,Automobile Manufacturing,"kg CO2e/2022 USD, purchaser price",240
336112,Light Truck and Utility Vehicle Manufacturing,"kg CO2e/2022 USD, purchaser price",268
336120,Heavy Duty Truck Manufacturing,"kg CO2e/2022 USD, purchaser price",272
336211,Motor Vehicle Body Manufacturing,"kg CO2e/2022 USD, purchaser price",253
336212,Truck Trailer Manufacturing,"kg CO2e/2022 USD, purchaser price",200
336213,Motor Home Manufacturing,"kg CO2e/2022 USD, purchaser price",107
336214,Travel Trailer and Camper Manufacturing,"kg CO2e/2022 USD, purchaser price",160
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,"kg CO2e/2022 USD, purchaser price",259
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",218
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,"kg CO2e/2022 USD, purchaser price",278
336340,Motor Vehicle Brake System Manufacturing,"kg CO2e/2022 USD, purchaser price",278
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,"kg CO2e/2022 USD, purchaser price",252
336360,Motor Vehicle Seating and Interior Trim Manufacturing,"kg CO2e/2022 USD, purchaser price",333
336370,Motor Vehicle Metal Stamping,"kg CO2e/2022 USD, purchaser price",503
336390,Other Motor Vehicle Parts Manufacturing,"kg CO2e/2022 USD, purchaser price",265
336411,Aircraft Manufacturing,"kg CO2e/2022 USD, purchaser price",139
336412,Aircraft Engine and Engine Parts Manufacturing,"kg CO2e/2022 USD, purchaser price",156
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",170
336414,Guided Missile and Space Vehicle Manufacturing,"kg CO2e/2022 USD, purchaser price",142
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,"kg CO2e/2022 USD, purchaser price",294
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",294
336510,Railroad Rolling Stock Manufacturing,"kg CO2e/2022 USD, purchaser price",444
336611,Ship Building and Repairing,"kg CO2e/2022 USD, purchaser price",196
336612,Boat Building,"kg CO2e/2022 USD, purchaser price",182
336991,"Motorcycle, Bicycle, and Parts Manufacturing","kg CO2e/2022 USD, purchaser price",222
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing","kg CO2e/2022 USD, purchaser price",443
336999,All Other Transportation Equipment Manufacturing,"kg CO2e/2022 USD, purchaser price",195
337110,Wood Kitchen Cabinet and Countertop Manufacturing,"kg CO2e/2022 USD, purchaser price",166
337121,Upholstered Household Furniture Manufacturing,"kg CO2e/2022 USD, purchaser price",188
337122,Nonupholstered Wood Household Furniture Manufacturing,"kg CO2e/2022 USD, purchaser price",178
337124,Metal Household Furniture Manufacturing,"kg CO2e/2022 USD, purchaser price",227
337125,Household Furniture (except Wood and Metal) Manufacturing,"kg CO2e/2022 USD, purchaser price",227
337127,Institutional Furniture Manufacturing,"kg CO2e/2022 USD, purchaser price",246
337211,Wood Office Furniture Manufacturing,"kg CO2e/2022 USD, purchaser price",240
337212,Custom Architectural Woodwork and Millwork Manufacturing,"kg CO2e/2022 USD, purchaser price",240
337214,Office Furniture (except Wood) Manufacturing,"kg CO2e/2022 USD, purchaser price",240
337215,"Showcase, Partition, Shelving, and Locker Manufacturing","kg CO2e/2022 USD, purchaser price",246
337910,Mattress Manufacturing,"kg CO2e/2022 USD, purchaser price",173
337920,Blind and Shade Manufacturing,"kg CO2e/2022 USD, purchaser price",173
339112,Surgical and Medical Instrument Manufacturing,"kg CO2e/2022 USD, purchaser price",156
339113,Surgical Appliance and Supplies Manufacturing,"kg CO2e/2022 USD, purchaser price",140
339114,Dental Equipment and Supplies Manufacturing,"kg CO2e/2022 USD, purchaser price",174
339115,Ophthalmic Goods Manufacturing,"kg CO2e/2022 USD, purchaser price",138
339116,Dental Laboratories,"kg CO2e/2022 USD, purchaser price",117
339910,Jewelry and Silverware Manufacturing,"kg CO2e/2022 USD, purchaser price",108
339920,Sporting and Athletic Goods Manufacturing,"kg CO2e/2022 USD, purchaser price",167
339930,"Doll, Toy, and Game Manufacturing","kg CO2e/2022 USD, purchaser price",146
339940,Office Supplies (except Paper) Manufacturing,"kg CO2e/2022 USD, purchaser price",265
339950,Sign Manufacturing,"kg CO2e/2022 USD, purchaser price",250
339991,"Gasket, Packing, and Sealing Device Manufacturing","kg CO2e/2022 USD, purchaser price",182
339992,Musical Instrument Manufacturing,"kg CO2e/2022 USD, purchaser price",182
339993,"Fastener, Button, Needle, and Pin Manufacturing","kg CO2e/2022 USD, purchaser price",182
339994,"Broom, Brush, and Mop Manufacturing","kg CO2e/2022 USD, purchaser price",182
339995,Burial Casket Manufacturing,"kg CO2e/2022 USD, purchaser price",182
339999,All Other Miscellaneous Manufacturing,"kg CO2e/2022 USD, purchaser price",182
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423130,Tire and Tube Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423210,Furniture Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423220,Home Furnishing Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",108
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",108
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",108
423390,Other Construction Material Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423410,Photographic Equipment and Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",74
423420,Office Equipment Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",74
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",74
423440,Other Commercial Equipment Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",74
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",74
423460,Ophthalmic Goods Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",74
423490,Other Professional Equipment and Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",74
423510,Metal Service Centers and Other Metal Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423520,Coal and Other Mineral and Ore Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",83
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",83
423690,Other Electronic Parts and Equipment Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",83
423710,Hardware Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423830,Industrial Machinery and Equipment Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423840,Industrial Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",115
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423930,Recyclable Material Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",108
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",108
424110,Printing and Writing Paper Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424120,Stationery and Office Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424130,Industrial and Personal Service Paper Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424210,Drugs and Druggists' Sundries Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",95
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",144
424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",144
424340,Footwear Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424410,General Line Grocery Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424420,Packaged Frozen Food Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424440,Poultry and Poultry Product Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424450,Confectionery Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424460,Fish and Seafood Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424470,Meat and Meat Product Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424480,Fresh Fruit and Vegetable Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424490,Other Grocery and Related Products Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",159
424510,Grain and Field Bean Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424520,Livestock Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424590,Other Farm Product Raw Material Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424690,Other Chemical and Allied Products Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424710,Petroleum Bulk Stations and Terminals,"kg CO2e/2022 USD, purchaser price",102
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),"kg CO2e/2022 USD, purchaser price",102
424810,Beer and Ale Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424910,Farm Supplies Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",144
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",144
424940,Tobacco and Tobacco Product Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","kg CO2e/2022 USD, purchaser price",144
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,"kg CO2e/2022 USD, purchaser price",144
425110,Business to Business Electronic Markets,"kg CO2e/2022 USD, purchaser price",92
425120,Wholesale Trade Agents and Brokers,"kg CO2e/2022 USD, purchaser price",92
441110,New Car Dealers,"kg CO2e/2022 USD, purchaser price",73
441120,Used Car Dealers,"kg CO2e/2022 USD, purchaser price",73
441210,Recreational Vehicle Dealers,"kg CO2e/2022 USD, purchaser price",73
441222,Boat Dealers,"kg CO2e/2022 USD, purchaser price",73
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers","kg CO2e/2022 USD, purchaser price",73
441310,Automotive Parts and Accessories Stores,"kg CO2e/2022 USD, purchaser price",73
441320,Tire Dealers,"kg CO2e/2022 USD, purchaser price",73
442110,Furniture Stores,"kg CO2e/2022 USD, purchaser price",111
442210,Floor Covering Stores,"kg CO2e/2022 USD, purchaser price",111
442291,Window Treatment Stores,"kg CO2e/2022 USD, purchaser price",111
442299,All Other Home Furnishings Stores,"kg CO2e/2022 USD, purchaser price",111
443141,Household Appliance Stores,"kg CO2e/2022 USD, purchaser price",111
443142,Electronics Stores,"kg CO2e/2022 USD, purchaser price",111
444110,Home Centers,"kg CO2e/2022 USD, purchaser price",87
444120,Paint and Wallpaper Stores,"kg CO2e/2022 USD, purchaser price",87
444130,Hardware Stores,"kg CO2e/2022 USD, purchaser price",87
444190,Other Building Material Dealers,"kg CO2e/2022 USD, purchaser price",87
444210,Outdoor Power Equipment Stores,"kg CO2e/2022 USD, purchaser price",87
444220,"Nursery, Garden Center, and Farm Supply Stores","kg CO2e/2022 USD, purchaser price",87
445110,Supermarkets and Other Grocery (except Convenience) Stores,"kg CO2e/2022 USD, purchaser price",186
445120,Convenience Stores,"kg CO2e/2022 USD, purchaser price",186
445210,Meat Markets,"kg CO2e/2022 USD, purchaser price",186
445220,Fish and Seafood Markets,"kg CO2e/2022 USD, purchaser price",186
445230,Fruit and Vegetable Markets,"kg CO2e/2022 USD, purchaser price",186
445291,Baked Goods Stores,"kg CO2e/2022 USD, purchaser price",186
445292,Confectionery and Nut Stores,"kg CO2e/2022 USD, purchaser price",186
445299,All Other Specialty Food Stores,"kg CO2e/2022 USD, purchaser price",186
445310,"Beer, Wine, and Liquor Stores","kg CO2e/2022 USD, purchaser price",186
446110,Pharmacies and Drug Stores,"kg CO2e/2022 USD, purchaser price",130
446120,"Cosmetics, Beauty Supplies, and Perfume Stores","kg CO2e/2022 USD, purchaser price",130
446130,Optical Goods Stores,"kg CO2e/2022 USD, purchaser price",130
446191,Food (Health) Supplement Stores,"kg CO2e/2022 USD, purchaser price",130
446199,All Other Health and Personal Care Stores,"kg CO2e/2022 USD, purchaser price",130
447110,Gasoline Stations with Convenience Stores,"kg CO2e/2022 USD, purchaser price",183
447190,Other Gasoline Stations,"kg CO2e/2022 USD, purchaser price",183
448110,Men's Clothing Stores,"kg CO2e/2022 USD, purchaser price",138
448120,Women's Clothing Stores,"kg CO2e/2022 USD, purchaser price",138
448130,Children's and Infants' Clothing Stores,"kg CO2e/2022 USD, purchaser price",138
448140,Family Clothing Stores,"kg CO2e/2022 USD, purchaser price",138
448150,Clothing Accessories Stores,"kg CO2e/2022 USD, purchaser price",138
448190,Other Clothing Stores,"kg CO2e/2022 USD, purchaser price",138
448210,Shoe Stores,"kg CO2e/2022 USD, purchaser price",138
448310,Jewelry Stores,"kg CO2e/2022 USD, purchaser price",138
448320,Luggage and Leather Goods Stores,"kg CO2e/2022 USD, purchaser price",138
451110,Sporting Goods Stores,"kg CO2e/2022 USD, purchaser price",111
451120,"Hobby, Toy, and Game Stores","kg CO2e/2022 USD, purchaser price",111
451130,"Sewing, Needlework, and Piece Goods Stores","kg CO2e/2022 USD, purchaser price",111
451140,Musical Instrument and Supplies Stores,"kg CO2e/2022 USD, purchaser price",111
451211,Book Stores,"kg CO2e/2022 USD, purchaser price",111
451212,News Dealers and Newsstands,"kg CO2e/2022 USD, purchaser price",111
452210,Department Stores,"kg CO2e/2022 USD, purchaser price",164
452311,Warehouse Clubs and Supercenters,"kg CO2e/2022 USD, purchaser price",164
452319,All Other General Merchandise Stores,"kg CO2e/2022 USD, purchaser price",164
453110,Florists,"kg CO2e/2022 USD, purchaser price",111
453210,Office Supplies and Stationery Stores,"kg CO2e/2022 USD, purchaser price",111
453220,"Gift, Novelty, and Souvenir Stores","kg CO2e/2022 USD, purchaser price",111
453310,Used Merchandise Stores,"kg CO2e/2022 USD, purchaser price",111
453910,Pet and Pet Supplies Stores,"kg CO2e/2022 USD, purchaser price",111
453920,Art Dealers,"kg CO2e/2022 USD, purchaser price",111
453930,Manufactured (Mobile) Home Dealers,"kg CO2e/2022 USD, purchaser price",111
453991,Tobacco Stores,"kg CO2e/2022 USD, purchaser price",111
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),"kg CO2e/2022 USD, purchaser price",111
454110,Electronic Shopping and Mail-Order Houses,"kg CO2e/2022 USD, purchaser price",94
454210,Vending Machine Operators,"kg CO2e/2022 USD, purchaser price",94
454310,Fuel Dealers,"kg CO2e/2022 USD, purchaser price",94
454390,Other Direct Selling Establishments,"kg CO2e/2022 USD, purchaser price",94
481111,Scheduled Passenger Air Transportation,"kg CO2e/2022 USD, purchaser price",644
481112,Scheduled Freight Air Transportation,"kg CO2e/2022 USD, purchaser price",644
481211,Nonscheduled Chartered Passenger Air Transportation,"kg CO2e/2022 USD, purchaser price",644
481212,Nonscheduled Chartered Freight Air Transportation,"kg CO2e/2022 USD, purchaser price",644
481219,Other Nonscheduled Air Transportation,"kg CO2e/2022 USD, purchaser price",644
482111,Line-Haul Railroads,"kg CO2e/2022 USD, purchaser price",466
482112,Short Line Railroads,"kg CO2e/2022 USD, purchaser price",466
483111,Deep Sea Freight Transportation,"kg CO2e/2022 USD, purchaser price",816
483112,Deep Sea Passenger Transportation,"kg CO2e/2022 USD, purchaser price",816
483113,Coastal and Great Lakes Freight Transportation,"kg CO2e/2022 USD, purchaser price",816
483114,Coastal and Great Lakes Passenger Transportation,"kg CO2e/2022 USD, purchaser price",816
483211,Inland Water Freight Transportation,"kg CO2e/2022 USD, purchaser price",816
483212,Inland Water Passenger Transportation,"kg CO2e/2022 USD, purchaser price",816
484110,"General Freight Trucking, Local","kg CO2e/2022 USD, purchaser price",595
484121,"General Freight Trucking, Long-Distance, Truckload","kg CO2e/2022 USD, purchaser price",595
484122,"General Freight Trucking, Long-Distance, Less Than Truckload","kg CO2e/2022 USD, purchaser price",595
484210,Used Household and Office Goods Moving,"kg CO2e/2022 USD, purchaser price",595
484220,"Specialized Freight (except Used Goods) Trucking, Local","kg CO2e/2022 USD, purchaser price",595
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance","kg CO2e/2022 USD, purchaser price",595
485111,Mixed Mode Transit Systems,"kg CO2e/2022 USD, purchaser price",566
485112,Commuter Rail Systems,"kg CO2e/2022 USD, purchaser price",566
485113,Bus and Other Motor Vehicle Transit Systems,"kg CO2e/2022 USD, purchaser price",566
485119,Other Urban Transit Systems,"kg CO2e/2022 USD, purchaser price",566
485210,Interurban and Rural Bus Transportation,"kg CO2e/2022 USD, purchaser price",566
485310,Taxi Service,"kg CO2e/2022 USD, purchaser price",566
485320,Limousine Service,"kg CO2e/2022 USD, purchaser price",566
